time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,impact
4/8/2020 9:05,6.0,7,8,-1.0,6.0,4.0,14,6.2
4/8/2020 9:05,6.0,7,7,-1.0,5.0,4.0,14,5.8
4/8/2020 9:05,6.0,7,9,-1.0,5.0,4.0,14,6.2
4/8/2020 9:05,8.0,7,7,-1.0,4.0,4.0,14,6.0
4/8/2020 9:05,7.0,7,7,-1.0,6.0,5.0,14,6.4
4/8/2020 9:05,6.0,7,8,-1.0,5.0,4.0,14,6.0
4/8/2020 9:05,7.0,7,7,-1.0,4.0,3.0,14,5.6
4/8/2020 9:05,5.0,6,6,-1.0,6.0,4.0,14,5.4
4/8/2020 9:05,6.0,6,7,8.0,5.0,4.0,14,6.0
4/8/2020 9:05,6.0,7,6,-1.0,5.0,4.0,14,5.6
4/8/2020 9:05,6.0,9,6,-1.0,6.0,4.0,14,6.2
4/8/2020 9:05,6.0,8,6,-1.0,5.0,5.0,14,6.0
4/8/2020 9:05,6.0,5,5,-1.0,6.0,3.0,14,5.0
4/8/2020 9:05,6.0,6,7,-1.0,5.0,4.0,14,5.6
4/8/2020 9:05,5.0,6,6,-1.0,5.0,4.0,14,5.2
4/8/2020 9:05,7.0,6,7,-1.0,5.0,4.0,14,5.8
4/8/2020 9:05,7.0,7,7,-1.0,5.0,5.0,14,6.2
4/8/2020 9:05,6.0,7,8,-1.0,6.0,4.0,14,6.2
4/8/2020 9:05,6.0,6,7,-1.0,5.0,3.0,14,5.4
4/8/2020 9:05,6.0,7,5,-1.0,5.0,5.0,14,5.6
4/8/2020 9:05,6.0,8,8,-1.0,5.0,4.0,14,6.2
4/8/2020 9:05,6.0,7,7,-1.0,5.0,4.0,14,5.8
4/8/2020 9:05,7.0,6,7,-1.0,6.0,3.0,14,5.8
4/8/2020 9:05,6.0,8,8,-1.0,6.0,4.0,14,6.4
4/8/2020 9:05,6.0,7,7,-1.0,5.0,4.0,14,5.8
4/8/2020 9:05,6.0,6,8,-1.0,5.0,5.0,14,6.0
4/8/2020 9:05,5.0,7,7,-1.0,6.0,5.0,14,6.0
4/8/2020 9:05,6.0,8,8,-1.0,4.0,4.0,14,6.0
4/8/2020 9:05,6.0,6,6,-1.0,4.0,4.0,14,5.2
4/8/2020 9:05,6.0,7,6,-1.0,2.0,4.0,14,5.0
4/8/2020 9:05,4.0,7,6,-1.0,4.0,5.0,14,5.2
4/8/2020 9:05,5.0,6,7,1.0,5.0,4.0,14,4.666666666666667
4/8/2020 9:05,5.0,6,7,-1.0,5.0,4.0,14,5.4
4/8/2020 9:05,7.0,6,6,-1.0,5.0,4.0,14,5.6
4/8/2020 9:05,6.0,8,5,-1.0,5.0,4.0,14,5.6
4/8/2020 9:05,7.0,8,8,-1.0,6.0,5.0,14,6.8
4/8/2020 9:05,6.0,8,7,-1.0,5.0,3.0,14,5.8
4/8/2020 9:05,6.0,8,6,-1.0,6.0,3.0,14,5.8
4/8/2020 9:05,6.0,8,6,-1.0,5.0,3.0,14,5.6
4/8/2020 9:05,5.0,7,7,-1.0,4.0,4.0,14,5.4
4/8/2020 9:05,6.0,8,7,-1.0,5.0,5.0,14,6.2
4/8/2020 9:05,5.0,7,8,-1.0,5.0,4.0,14,5.8
4/8/2020 9:05,7.0,7,5,1.0,5.0,5.0,14,5.0
4/8/2020 9:05,7.0,6,6,-1.0,4.0,4.0,14,5.4
4/8/2020 9:05,6.0,7,8,-1.0,5.0,3.0,14,5.8
4/8/2020 9:05,6.0,7,7,-1.0,6.0,4.0,14,6.0
4/8/2020 9:05,7.0,6,7,-1.0,5.0,5.0,14,6.0
4/8/2020 9:05,5.0,7,7,-1.0,5.0,3.0,14,5.4
4/8/2020 9:05,6.0,7,8,-1.0,5.0,4.0,14,6.0
4/8/2020 9:05,6.0,6,6,-1.0,5.0,5.0,14,5.6
4/8/2020 9:05,8.0,7,7,-1.0,5.0,4.0,14,6.2
4/8/2020 9:05,7.0,7,8,-1.0,4.0,4.0,14,6.0
4/8/2020 9:05,6.0,6,7,-1.0,5.0,4.0,14,5.6
4/8/2020 9:05,6.0,7,7,-1.0,5.0,4.0,14,5.8
4/8/2020 9:05,6.0,6,6,-1.0,5.0,4.0,14,5.4
4/8/2020 9:05,6.0,7,6,-1.0,4.0,4.0,14,5.4
4/8/2020 9:05,6.0,7,8,-1.0,3.0,5.0,14,5.8
4/8/2020 9:05,6.0,7,8,-1.0,6.0,3.0,14,6.0
4/8/2020 9:05,5.0,7,7,-1.0,4.0,4.0,14,5.4
4/8/2020 9:05,5.0,7,7,-1.0,4.0,4.0,14,5.4
4/8/2020 9:05,5.0,7,6,-1.0,6.0,3.0,14,5.4
4/8/2020 9:05,7.0,7,8,-1.0,6.0,5.0,14,6.6
4/8/2020 9:05,6.0,7,6,-1.0,5.0,3.0,14,5.4
4/8/2020 9:05,6.0,6,7,-1.0,5.0,4.0,14,5.6
4/8/2020 9:05,6.0,8,7,-1.0,5.0,4.0,14,6.0
4/8/2020 9:05,5.0,6,7,-1.0,6.0,5.0,14,5.8
4/8/2020 9:05,7.0,7,7,-1.0,4.0,4.0,14,5.8
4/8/2020 9:05,6.0,7,7,-1.0,5.0,4.0,14,5.8
4/8/2020 9:05,7.0,8,7,-1.0,5.0,5.0,14,6.4
4/8/2020 9:05,6.0,7,6,-1.0,4.0,4.0,14,5.4
4/8/2020 9:05,6.0,7,7,7.0,6.0,4.0,14,6.166666666666667
4/8/2020 9:05,5.0,8,6,-1.0,6.0,4.0,14,5.8
4/8/2020 9:05,6.0,7,6,-1.0,5.0,3.0,14,5.4
4/8/2020 9:05,6.0,7,8,-1.0,6.0,5.0,14,6.4
4/8/2020 9:05,6.0,8,8,-1.0,5.0,4.0,14,6.2
4/8/2020 9:05,5.0,6,6,-1.0,6.0,5.0,14,5.6
4/8/2020 9:05,6.0,8,7,-1.0,6.0,4.0,14,6.2
4/8/2020 9:05,5.0,6,7,-1.0,5.0,3.0,14,5.2
4/8/2020 9:05,6.0,7,7,-1.0,5.0,4.0,14,5.8
4/8/2020 9:05,7.0,6,7,-1.0,4.0,4.0,14,5.6
4/8/2020 9:05,6.0,8,7,-1.0,5.0,4.0,14,6.0
4/8/2020 9:05,5.0,7,7,-1.0,5.0,4.0,14,5.6
4/8/2020 9:05,3.0,3,3,-1.0,3.0,4.0,15,3.2
4/8/2020 9:05,2.0,4,3,-1.0,2.0,2.0,15,2.6
4/8/2020 9:05,3.0,5,3,-1.0,2.0,3.0,15,3.2
4/8/2020 9:05,3.0,3,4,-1.0,1.0,4.0,15,3.0
4/8/2020 9:05,2.0,3,3,-1.0,2.0,3.0,15,2.6
4/8/2020 9:05,3.0,3,3,-1.0,2.0,3.0,15,2.8
4/8/2020 9:05,3.0,2,4,-1.0,1.0,3.0,15,2.6
4/8/2020 9:05,2.0,2,1,-1.0,2.0,2.0,15,1.8
4/8/2020 9:05,3.0,3,3,-1.0,2.0,2.0,15,2.6
4/8/2020 9:05,2.0,2,3,-1.0,2.0,3.0,15,2.4
4/8/2020 9:05,3.0,3,2,-1.0,2.0,2.0,15,2.4
4/8/2020 9:05,3.0,3,2,-1.0,2.0,2.0,15,2.4
4/8/2020 9:05,4.0,3,3,-1.0,2.0,2.0,15,2.8
4/8/2020 9:05,3.0,3,4,-1.0,1.0,3.0,15,2.8
4/8/2020 9:05,3.0,3,3,-1.0,2.0,3.0,15,2.8
4/8/2020 9:05,2.0,3,3,-1.0,2.0,3.0,15,2.6
4/8/2020 9:05,3.0,3,4,-1.0,2.0,2.0,15,2.8
4/8/2020 9:05,3.0,3,3,-1.0,1.0,1.0,15,2.2
4/8/2020 9:05,3.0,3,4,-1.0,3.0,5.0,15,3.6
4/8/2020 9:05,3.0,2,4,-1.0,2.0,3.0,15,2.8
4/8/2020 9:05,2.0,3,4,-1.0,2.0,3.0,15,2.8
4/8/2020 9:05,3.0,2,3,-1.0,2.0,2.0,15,2.4
4/8/2020 9:05,4.0,2,4,-1.0,2.0,3.0,15,3.0
4/8/2020 9:05,4.0,3,3,-1.0,2.0,4.0,15,3.2
4/8/2020 9:05,3.0,4,3,-1.0,1.0,3.0,15,2.8
4/8/2020 9:05,3.0,3,3,-1.0,2.0,2.0,15,2.6
4/8/2020 9:05,3.0,3,3,-1.0,2.0,3.0,15,2.8
4/8/2020 9:05,3.0,3,3,-1.0,3.0,3.0,15,3.0
4/8/2020 9:05,3.0,3,3,-1.0,3.0,4.0,15,3.2
4/8/2020 9:05,4.0,3,2,-1.0,1.0,3.0,15,2.6
4/8/2020 9:05,3.0,4,3,-1.0,2.0,3.0,15,3.0
4/8/2020 9:05,2.0,2,5,-1.0,2.0,5.0,15,3.2
4/8/2020 9:05,3.0,2,4,-1.0,2.0,2.0,15,2.6
4/8/2020 9:05,4.0,3,4,-1.0,2.0,3.0,15,3.2
4/8/2020 9:05,4.0,4,3,-1.0,2.0,3.0,15,3.2
4/8/2020 9:05,3.0,3,3,-1.0,1.0,2.0,15,2.4
4/8/2020 9:05,3.0,2,4,-1.0,2.0,3.0,15,2.8
4/8/2020 9:05,2.0,3,4,-1.0,3.0,3.0,15,3.0
4/8/2020 9:05,3.0,4,2,-1.0,2.0,2.0,15,2.6
4/8/2020 9:05,4.0,2,3,-1.0,2.0,2.0,15,2.6
4/8/2020 9:05,3.0,4,3,-1.0,1.0,2.0,15,2.6
4/8/2020 9:05,2.0,4,3,-1.0,2.0,5.0,15,3.2
4/8/2020 9:05,3.0,3,2,-1.0,1.0,4.0,15,2.6
4/8/2020 9:05,2.0,3,4,-1.0,1.0,2.0,15,2.4
4/8/2020 9:05,2.0,2,3,-1.0,2.0,3.0,15,2.4
4/8/2020 9:05,4.0,3,3,-1.0,2.0,2.0,15,2.8
4/8/2020 9:05,2.0,3,3,-1.0,2.0,3.0,15,2.6
4/8/2020 9:05,3.0,3,4,-1.0,1.0,4.0,15,3.0
4/8/2020 9:05,3.0,3,4,-1.0,2.0,3.0,15,3.0
4/8/2020 9:05,3.0,3,3,-1.0,1.0,3.0,15,2.6
4/8/2020 9:05,3.0,4,3,-1.0,2.0,3.0,15,3.0
4/8/2020 9:05,2.0,3,3,-1.0,3.0,3.0,15,2.8
4/8/2020 9:05,4.0,2,2,-1.0,3.0,3.0,15,2.8
4/8/2020 9:05,3.0,3,2,-1.0,1.0,4.0,15,2.6
4/8/2020 9:05,3.0,2,2,-1.0,2.0,3.0,15,2.4
4/8/2020 9:05,2.0,3,3,-1.0,2.0,4.0,15,2.8
4/8/2020 9:05,3.0,4,2,-1.0,2.0,3.0,15,2.8
4/8/2020 9:05,3.0,2,2,-1.0,4.0,4.0,15,3.0
4/8/2020 9:05,3.0,2,3,-1.0,2.0,3.0,15,2.6
4/8/2020 9:05,2.0,2,2,-1.0,2.0,4.0,15,2.4
4/8/2020 9:05,3.0,2,3,-1.0,1.0,5.0,15,2.8
4/8/2020 9:05,4.0,3,4,-1.0,3.0,2.0,15,3.2
4/8/2020 9:05,4.0,3,4,-1.0,2.0,3.0,15,3.2
4/8/2020 9:05,4.0,4,3,-1.0,3.0,3.0,15,3.4
4/8/2020 9:05,2.0,4,4,-1.0,2.0,2.0,15,2.8
4/8/2020 9:05,4.0,3,2,-1.0,1.0,2.0,15,2.4
4/8/2020 9:05,3.0,4,2,-1.0,2.0,3.0,15,2.8
4/8/2020 9:05,4.0,4,4,-1.0,2.0,4.0,15,3.6
4/8/2020 9:05,3.0,2,3,-1.0,2.0,3.0,15,2.6
4/8/2020 9:05,3.0,2,4,-1.0,2.0,4.0,15,3.0
4/8/2020 9:05,3.0,2,3,-1.0,2.0,4.0,15,2.8
4/8/2020 9:05,2.0,2,3,-1.0,3.0,3.0,15,2.6
4/8/2020 9:05,3.0,3,3,-1.0,1.0,3.0,15,2.6
4/8/2020 9:05,3.0,3,3,-1.0,2.0,4.0,15,3.0
4/8/2020 9:05,2.0,2,4,-1.0,1.0,3.0,15,2.4
4/8/2020 9:05,4.0,3,3,-1.0,2.0,2.0,15,2.8
4/8/2020 9:05,3.0,3,2,-1.0,1.0,2.0,15,2.2
4/8/2020 9:05,2.0,3,1,-1.0,2.0,3.0,15,2.2
4/8/2020 9:05,3.0,3,4,-1.0,1.0,3.0,15,2.8
4/8/2020 9:05,3.0,3,3,-1.0,3.0,3.0,15,3.0
4/8/2020 9:05,3.0,4,3,-1.0,1.0,3.0,15,2.8
4/8/2020 9:05,2.0,2,1,2.0,1.0,2.0,16,1.6666666666666667
4/8/2020 9:05,1.0,2,3,1.0,0.0,3.0,16,1.6666666666666667
4/8/2020 9:05,1.0,2,2,2.0,1.0,3.0,16,1.8333333333333333
4/8/2020 9:05,1.0,3,2,3.0,1.0,3.0,16,2.1666666666666665
4/8/2020 9:05,1.0,3,3,2.0,1.0,2.0,16,2.0
4/8/2020 9:05,2.0,4,2,1.0,1.0,1.0,16,1.8333333333333333
4/8/2020 9:05,2.0,1,2,0.0,1.0,1.0,16,1.1666666666666667
4/8/2020 9:05,1.0,3,3,2.0,1.0,1.0,16,1.8333333333333333
4/8/2020 9:05,1.0,2,1,2.0,2.0,1.0,16,1.5
4/8/2020 9:05,1.0,2,2,2.0,1.0,3.0,16,1.8333333333333333
4/8/2020 9:05,2.0,1,1,3.0,1.0,1.0,16,1.5
4/8/2020 9:05,1.0,2,1,2.0,1.0,0.0,16,1.1666666666666667
4/8/2020 9:05,2.0,2,1,2.0,1.0,3.0,16,1.8333333333333333
4/8/2020 9:05,2.0,2,3,2.0,1.0,3.0,16,2.1666666666666665
4/8/2020 9:05,1.0,2,1,2.0,2.0,2.0,16,1.6666666666666667
4/8/2020 9:05,2.0,2,3,2.0,1.0,2.0,16,2.0
4/8/2020 9:05,2.0,7,6,-1.0,2.0,2.0,17,3.8
4/8/2020 9:05,2.0,6,7,-1.0,3.0,1.0,17,3.8
4/8/2020 9:05,0.0,8,6,-1.0,3.0,2.0,17,3.8
4/8/2020 9:05,0.0,8,5,-1.0,3.0,2.0,17,3.6
4/8/2020 9:05,2.0,6,6,-1.0,3.0,3.0,17,4.0
4/8/2020 9:05,0.0,6,6,-1.0,4.0,2.0,17,3.6
4/8/2020 9:05,1.0,7,7,-1.0,1.0,4.0,17,4.0
4/8/2020 9:05,0.0,7,6,-1.0,3.0,1.0,17,3.4
4/8/2020 9:05,1.0,6,6,-1.0,3.0,2.0,17,3.6
4/8/2020 9:05,1.0,6,6,-1.0,4.0,2.0,17,3.8
4/8/2020 9:05,2.0,7,6,-1.0,3.0,2.0,17,4.0
4/8/2020 9:05,1.0,8,5,-1.0,4.0,2.0,17,4.0
4/8/2020 9:05,2.0,8,6,-1.0,3.0,2.0,17,4.2
4/8/2020 9:05,0.0,9,6,-1.0,2.0,1.0,17,3.6
4/8/2020 9:05,1.0,7,5,-1.0,3.0,3.0,17,3.8
4/8/2020 9:05,2.0,7,6,-1.0,3.0,1.0,17,3.8
4/8/2020 9:05,1.0,8,7,-1.0,2.0,2.0,17,4.0
4/8/2020 9:05,1.0,7,6,-1.0,3.0,2.0,17,3.8
4/8/2020 9:05,1.0,8,6,-1.0,4.0,1.0,17,4.0
4/8/2020 9:05,1.0,7,7,-1.0,2.0,3.0,17,4.0
4/8/2020 9:05,2.0,7,7,-1.0,3.0,2.0,17,4.2
4/8/2020 9:05,0.0,7,6,-1.0,4.0,2.0,17,3.8
4/8/2020 9:05,1.0,5,5,-1.0,4.0,2.0,17,3.4
4/8/2020 9:05,0.0,7,7,-1.0,3.0,3.0,17,4.0
4/8/2020 9:05,1.0,7,6,-1.0,3.0,2.0,17,3.8
4/8/2020 9:05,3.0,8,6,-1.0,3.0,2.0,17,4.4
4/8/2020 9:05,2.0,7,7,-1.0,3.0,2.0,17,4.2
4/8/2020 9:05,1.0,6,7,-1.0,2.0,2.0,17,3.6
4/8/2020 9:05,2.0,7,6,-1.0,4.0,2.0,17,4.2
4/8/2020 9:05,2.0,7,5,-1.0,3.0,1.0,17,3.6
4/8/2020 9:05,1.0,7,6,-1.0,2.0,1.0,17,3.4
4/8/2020 9:05,1.0,7,5,-1.0,3.0,2.0,17,3.6
4/8/2020 9:05,0.0,7,6,-1.0,2.0,2.0,17,3.4
4/8/2020 9:05,2.0,7,6,-1.0,3.0,2.0,17,4.0
4/8/2020 9:05,0.0,7,5,-1.0,4.0,3.0,17,3.8
4/8/2020 9:05,1.0,6,6,-1.0,3.0,2.0,17,3.6
4/8/2020 9:05,1.0,8,7,-1.0,4.0,2.0,17,4.4
4/8/2020 9:05,1.0,8,6,-1.0,2.0,2.0,17,3.8
4/8/2020 9:05,1.0,7,5,-1.0,1.0,2.0,17,3.2
4/8/2020 9:05,2.0,6,6,9.0,2.0,3.0,17,4.666666666666667
4/8/2020 9:05,1.0,7,6,-1.0,1.0,2.0,17,3.4
4/8/2020 9:05,1.0,6,5,-1.0,4.0,1.0,17,3.4
4/8/2020 9:05,4.0,7,5,-1.0,5.0,5.0,18,5.2
4/8/2020 9:05,2.0,7,4,-1.0,5.0,4.0,18,4.4
4/8/2020 9:05,3.0,7,4,-1.0,5.0,5.0,18,4.8
4/8/2020 9:05,3.0,7,3,-1.0,5.0,3.0,18,4.2
4/8/2020 9:05,4.0,8,5,-1.0,6.0,3.0,18,5.2
4/8/2020 9:05,3.0,8,4,-1.0,3.0,4.0,18,4.4
4/8/2020 9:05,4.0,8,4,-1.0,6.0,4.0,18,5.2
4/8/2020 9:05,2.0,7,3,-1.0,5.0,4.0,18,4.2
4/8/2020 9:05,3.0,7,4,-1.0,4.0,5.0,18,4.6
4/8/2020 9:05,3.0,7,3,-1.0,5.0,5.0,18,4.6
4/8/2020 9:05,3.0,7,4,-1.0,5.0,4.0,18,4.6
4/8/2020 9:05,3.0,6,2,-1.0,4.0,4.0,18,3.8
4/8/2020 9:05,4.0,6,4,-1.0,5.0,3.0,18,4.4
4/8/2020 9:05,2.0,8,4,-1.0,4.0,4.0,18,4.4
4/8/2020 9:05,3.0,7,5,-1.0,6.0,3.0,18,4.8
4/8/2020 9:05,2.0,7,4,-1.0,5.0,4.0,18,4.4
4/8/2020 9:05,4.0,8,3,-1.0,6.0,6.0,18,5.4
4/8/2020 9:05,3.0,7,4,-1.0,5.0,4.0,18,4.6
4/8/2020 9:05,3.0,6,6,-1.0,5.0,2.0,18,4.4
4/8/2020 9:05,3.0,7,3,-1.0,5.0,3.0,18,4.2
4/8/2020 9:05,3.0,6,5,-1.0,4.0,3.0,18,4.2
4/8/2020 9:05,2.0,7,4,-1.0,5.0,3.0,18,4.2
4/8/2020 9:05,2.0,7,4,-1.0,5.0,3.0,18,4.2
4/8/2020 9:05,2.0,7,4,-1.0,4.0,3.0,18,4.0
4/8/2020 9:05,3.0,7,5,-1.0,4.0,4.0,18,4.6
4/8/2020 9:05,3.0,7,4,-1.0,5.0,4.0,18,4.6
4/8/2020 9:05,3.0,6,4,-1.0,4.0,2.0,18,3.8
4/8/2020 9:05,2.0,7,5,-1.0,6.0,5.0,18,5.0
4/8/2020 9:05,2.0,6,4,-1.0,6.0,4.0,18,4.4
4/8/2020 9:05,3.0,7,4,-1.0,5.0,3.0,18,4.4
4/8/2020 9:05,2.0,5,5,-1.0,4.0,4.0,18,4.0
4/8/2020 9:05,4.0,7,3,-1.0,5.0,5.0,18,4.8
4/8/2020 9:05,3.0,7,4,-1.0,4.0,3.0,18,4.2
4/8/2020 9:05,3.0,7,5,-1.0,5.0,5.0,18,5.0
4/8/2020 9:05,3.0,8,4,-1.0,6.0,4.0,18,5.0
4/8/2020 9:05,3.0,6,4,-1.0,5.0,4.0,18,4.4
4/8/2020 9:05,3.0,7,4,-1.0,5.0,4.0,18,4.6
4/8/2020 9:05,4.0,7,5,-1.0,4.0,4.0,18,4.8
4/8/2020 9:05,3.0,6,4,-1.0,6.0,5.0,18,4.8
4/8/2020 9:05,3.0,6,4,-1.0,5.0,5.0,18,4.6
4/8/2020 9:05,2.0,7,3,-1.0,4.0,3.0,18,3.8
4/8/2020 9:05,2.0,7,4,-1.0,4.0,4.0,18,4.2
4/8/2020 9:05,3.0,6,3,-1.0,5.0,4.0,18,4.2
4/8/2020 9:05,3.0,6,4,-1.0,5.0,4.0,18,4.4
4/8/2020 9:05,4.0,7,3,-1.0,5.0,4.0,18,4.6
4/8/2020 9:05,4.0,7,5,-1.0,4.0,4.0,18,4.8
4/8/2020 9:05,3.0,6,5,-1.0,5.0,4.0,18,4.6
4/8/2020 9:05,4.0,6,3,-1.0,5.0,4.0,18,4.4
4/8/2020 9:05,2.0,8,4,-1.0,5.0,5.0,18,4.8
4/8/2020 9:05,5.0,7,4,-1.0,5.0,3.0,18,4.8
4/8/2020 9:05,2.0,8,4,-1.0,5.0,4.0,18,4.6
4/8/2020 9:05,3.0,7,3,-1.0,4.0,4.0,18,4.2
4/8/2020 9:05,6.0,7,5,-1.0,4.0,4.0,18,5.2
4/8/2020 9:05,2.0,8,5,-1.0,5.0,4.0,18,4.8
4/8/2020 9:05,4.0,7,4,-1.0,5.0,3.0,18,4.6
4/8/2020 9:05,2.0,6,5,-1.0,4.0,5.0,18,4.4
4/8/2020 9:05,4.0,7,4,-1.0,4.0,4.0,18,4.6
4/8/2020 9:05,3.0,6,6,-1.0,6.0,4.0,18,5.0
4/8/2020 9:05,2.0,7,5,-1.0,4.0,4.0,18,4.4
4/8/2020 9:05,3.0,6,4,-1.0,5.0,4.0,18,4.4
4/8/2020 9:05,2.0,8,4,-1.0,6.0,5.0,18,5.0
4/8/2020 9:05,4.0,7,4,-1.0,5.0,3.0,18,4.6
4/8/2020 9:05,2.0,8,4,-1.0,5.0,4.0,18,4.6
4/8/2020 9:05,3.0,7,5,-1.0,7.0,4.0,18,5.2
4/8/2020 9:05,3.0,8,5,-1.0,6.0,5.0,18,5.4
4/8/2020 9:05,3.0,7,5,-1.0,7.0,3.0,18,5.0
4/8/2020 9:05,2.0,8,5,-1.0,6.0,4.0,18,5.0
4/8/2020 9:05,2.0,7,3,-1.0,4.0,4.0,18,4.0
4/8/2020 9:05,3.0,7,2,-1.0,5.0,4.0,18,4.2
4/8/2020 9:05,3.0,7,4,-1.0,5.0,4.0,18,4.6
4/8/2020 9:05,4.0,7,3,-1.0,6.0,3.0,18,4.6
4/8/2020 9:05,4.0,7,5,-1.0,5.0,3.0,18,4.8
4/8/2020 9:05,1.0,6,3,-1.0,6.0,4.0,18,4.0
4/8/2020 9:05,3.0,7,4,-1.0,4.0,4.0,18,4.4
4/8/2020 9:05,4.0,7,4,-1.0,5.0,4.0,18,4.8
4/8/2020 9:05,2.0,7,4,-1.0,6.0,4.0,18,4.6
4/8/2020 9:05,2.0,7,5,-1.0,5.0,4.0,18,4.6
4/8/2020 9:05,2.0,8,4,-1.0,5.0,5.0,18,4.8
4/8/2020 9:05,4.0,7,3,-1.0,6.0,2.0,18,4.4
4/8/2020 9:05,2.0,8,5,-1.0,4.0,6.0,18,5.0
4/8/2020 9:05,3.0,8,4,-1.0,5.0,4.0,18,4.8
4/8/2020 9:05,2.0,7,4,-1.0,4.0,3.0,18,4.0
4/8/2020 9:05,3.0,7,5,-1.0,5.0,6.0,18,5.2
4/8/2020 9:05,3.0,6,2,-1.0,5.0,3.0,18,3.8
4/8/2020 9:05,3.0,8,3,-1.0,4.0,5.0,18,4.6
4/8/2020 9:05,4.0,7,4,-1.0,4.0,5.0,18,4.8
4/8/2020 9:05,2.0,7,4,-1.0,3.0,4.0,18,4.0
4/8/2020 9:05,3.0,7,5,-1.0,4.0,3.0,18,4.4
4/8/2020 9:05,3.0,7,5,-1.0,6.0,4.0,18,5.0
4/8/2020 9:05,5.0,7,5,-1.0,6.0,5.0,18,5.6
4/8/2020 9:05,3.0,7,4,-1.0,5.0,4.0,18,4.6
4/8/2020 9:05,3.0,8,3,-1.0,4.0,3.0,18,4.2
4/8/2020 9:05,3.0,7,4,-1.0,5.0,4.0,18,4.6
4/8/2020 9:05,2.0,8,3,-1.0,4.0,5.0,18,4.4
4/8/2020 9:05,4.0,8,4,-1.0,5.0,5.0,18,5.2
4/8/2020 9:05,4.0,8,3,-1.0,5.0,4.0,18,4.8
4/8/2020 9:05,2.0,7,3,-1.0,5.0,3.0,18,4.0
4/8/2020 9:05,3.0,8,5,-1.0,5.0,4.0,18,5.0
4/8/2020 9:05,3.0,8,4,-1.0,5.0,2.0,18,4.4
4/8/2020 9:05,4.0,7,4,-1.0,5.0,4.0,18,4.8
4/8/2020 9:05,3.0,7,4,-1.0,6.0,5.0,18,5.0
4/8/2020 9:05,3.0,7,4,-1.0,5.0,4.0,18,4.6
4/8/2020 9:05,4.0,7,3,-1.0,6.0,4.0,18,4.8
4/8/2020 9:05,3.0,8,4,-1.0,5.0,5.0,18,5.0
4/8/2020 9:05,3.0,6,5,-1.0,5.0,3.0,18,4.4
4/8/2020 9:05,4.0,7,4,-1.0,6.0,4.0,18,5.0
4/8/2020 9:05,3.0,6,4,-1.0,6.0,4.0,18,4.6
4/8/2020 9:05,2.0,7,4,-1.0,6.0,4.0,18,4.6
4/8/2020 9:05,3.0,6,3,-1.0,5.0,4.0,18,4.2
4/8/2020 9:05,3.0,7,4,-1.0,4.0,5.0,18,4.6
4/8/2020 9:05,3.0,8,4,-1.0,5.0,3.0,18,4.6
4/8/2020 9:05,3.0,8,4,-1.0,5.0,4.0,18,4.8
4/8/2020 9:05,3.0,7,4,-1.0,5.0,4.0,18,4.6
4/8/2020 9:05,3.0,6,4,-1.0,5.0,4.0,18,4.4
4/8/2020 9:05,4.0,8,3,-1.0,4.0,5.0,18,4.8
4/8/2020 9:05,2.0,7,5,-1.0,6.0,5.0,18,5.0
4/8/2020 9:05,2.0,6,4,-1.0,6.0,4.0,18,4.4
4/8/2020 9:05,1.0,8,4,-1.0,7.0,4.0,18,4.8
4/8/2020 9:05,3.0,8,4,-1.0,6.0,5.0,18,5.2
4/8/2020 9:05,5.0,8,4,-1.0,4.0,2.0,18,4.6
4/8/2020 9:05,3.0,5,5,-1.0,5.0,3.0,18,4.2
4/8/2020 9:05,3.0,6,4,-1.0,4.0,3.0,18,4.0
4/8/2020 9:05,3.0,8,5,-1.0,6.0,5.0,18,5.4
4/8/2020 9:05,4.0,7,5,-1.0,5.0,4.0,18,5.0
4/8/2020 9:05,3.0,7,4,-1.0,6.0,3.0,18,4.6
4/8/2020 9:05,2.0,6,5,-1.0,4.0,5.0,18,4.4
4/8/2020 9:05,1.0,2,2,-1.0,2.0,2.0,19,1.8
4/8/2020 9:05,1.0,1,2,-1.0,4.0,3.0,19,2.2
4/8/2020 9:05,0.0,3,1,-1.0,3.0,3.0,19,2.0
4/8/2020 9:05,0.0,2,2,-1.0,2.0,3.0,19,1.8
4/8/2020 9:05,1.0,1,2,-1.0,2.0,4.0,19,2.0
4/8/2020 9:05,1.0,3,1,-1.0,4.0,2.0,19,2.2
4/8/2020 9:05,0.0,1,2,-1.0,4.0,3.0,19,2.0
4/8/2020 9:05,1.0,4,4,-1.0,2.0,3.0,19,2.8
4/8/2020 9:05,1.0,2,3,-1.0,2.0,3.0,19,2.2
4/8/2020 9:05,0.0,1,3,-1.0,2.0,2.0,19,1.6
4/8/2020 9:05,0.0,2,2,-1.0,3.0,4.0,19,2.2
4/8/2020 9:05,7.0,9,6,7.0,8.0,-1.0,1,7.4
4/8/2020 9:05,7.0,10,5,8.0,8.0,-1.0,1,7.6
4/8/2020 9:05,9.0,9,7,7.0,8.0,-1.0,1,8.0
4/8/2020 9:05,7.0,8,6,7.0,7.0,-1.0,1,7.0
4/8/2020 9:05,7.0,8,4,6.0,8.0,-1.0,1,6.6
4/8/2020 9:05,9.0,10,6,6.0,8.0,-1.0,1,7.8
4/8/2020 9:05,7.0,10,6,8.0,8.0,-1.0,1,7.8
4/8/2020 9:05,7.0,9,6,7.0,8.0,-1.0,1,7.4
